Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1736448615,1000,,Aggregated,159.900000,159.300000,1500,5100,7700,9100,11000,13000,24000,25000,26000,26000,26000,5349,5065,1500.0,4112.109435515799,0.7496590000073411,26289.727180999987,481.27182650962794
1736448616,1000,,Aggregated,177.100000,176.500000,1300,5000,7400,8900,11000,13000,20000,25000,26000,26000,26000,5561,5277,1300.0,3955.4086166579764,0.6851289999758592,26289.727180999987,463.64880417191154
1736448617,1000,,Aggregated,194.400000,194.300000,1000,4700,7300,8600,11000,13000,19000,25000,26000,26000,26000,5782,5498,1000.0,3804.290219174163,0.6851289999758592,26289.727180999987,446.65340712556207
1736448618,1000,,Aggregated,215.200000,215.200000,400,3800,7100,8400,11000,13000,16000,25000,26000,26000,26000,6038,5754,330.0,3643.0684439362376,0.6851289999758592,26289.727180999987,428.5216959258033
1736448619,1000,,Aggregated,236.600000,236.600000,52,3800,6600,8300,11000,13000,15000,25000,26000,26000,26000,6315,6031,52,3483.3533666286608,0.6851289999758592,26289.727180999987,410.55851148060174
1736448620,1000,,Aggregated,261.200000,261.200000,6,3800,6100,8000,11000,12000,15000,25000,26000,26000,26000,6541,6257,6,3363.108173637213,0.6851289999758592,26289.727180999987,397.02965907353615
1736448621,1000,,Aggregated,248.200000,248.200000,4,3000,6100,7600,11000,12000,15000,25000,26000,26000,26000,6733,6449,4,3267.25675883098,0.6851289999758592,26289.727180999987,386.24966582504084
1736448622,1000,,Aggregated,194.600000,194.600000,3,1700,6000,7400,11000,12000,14000,25000,26000,26000,26000,6960,6676,3,3160.753518529737,0.6851289999758592,26289.727180999987,374.27183908045976
1736448623,1000,,Aggregated,201.300000,201.300000,3,1600,5600,7300,11000,12000,14000,25000,26000,26000,26000,7146,6862,3,3078.5288906267806,0.6851289999758592,26289.727180999987,365.0246291631682
1736448624,1000,,Aggregated,211.000000,211.000000,3,1600,5000,7100,10000,12000,14000,25000,26000,26000,26000,7383,7099,3,2979.7652408172794,0.6851289999758592,26289.727180999987,353.91697142083166
1736448625,1000,,Aggregated,213.800000,213.800000,3,1500,5000,7000,10000,12000,14000,25000,26000,26000,26000,7605,7321,3,2892.8314623596266,0.6851289999758592,26289.727180999987,344.1403024326101
1736448626,1000,,Aggregated,219.200000,219.200000,3,1500,4800,6700,10000,12000,14000,25000,26000,26000,26000,7798,7514,3,2821.2783222695475,0.6851289999758592,26289.727180999987,336.09310079507566
1736448627,1000,,Aggregated,223.100000,223.100000,3,1400,4200,6300,10000,12000,13000,25000,26000,26000,26000,8031,7747,3,2739.4748439092186,0.6851289999758592,26289.727180999987,326.89341302452993
1736448628,1000,,Aggregated,222.400000,222.400000,2,1200,3800,6100,10000,12000,13000,25000,26000,26000,26000,8260,7976,2,2663.576034741035,0.6851289999758592,26289.727180999987,318.35738498789345
1736448629,1000,,Aggregated,223.100000,223.100000,2,1000,3800,6100,10000,12000,13000,25000,26000,26000,26000,8475,8191,2,2596.05099856306,0.6851289999758592,26289.727180999987,310.76306784660767
1736448630,1000,,Aggregated,221.400000,221.400000,2,980,3800,6000,9900,12000,13000,25000,26000,26000,26000,8708,8424,2,2526.6350775586725,0.6851289999758592,26289.727180999987,302.9563619660083
1736448631,1000,,Aggregated,215.100000,215.100000,2,170,3800,5600,9700,12000,13000,25000,26000,26000,26000,8904,8620,2,2471.0574143337767,0.6851289999758592,26289.727180999987,296.70575022461816
1736448632,1000,,Aggregated,216.100000,216.100000,2,73,3000,5000,9600,12000,13000,25000,26000,26000,26000,9144,8860,2,2406.2492390223024,0.6851289999758592,26289.727180999987,289.41688538932635
1736448633,1000,,Aggregated,215.400000,215.400000,2,44,2100,5000,9600,12000,13000,24000,26000,26000,26000,9348,9064,2,2353.775530212552,0.6851289999758592,26289.727180999987,283.51561831407787
